Request,Batch # or Lot #,Recipe / Alternate / Version
AP Aerosol Fragrance and Can Tests,,
"COA,Viscosity,pH_JM",,
Deo Aero W/L Big X - 125 Cans,,
Deo Aerosol (Deo) Fragrance Stability,,
Deo Cream Stability,,
Deo Cream/Lotion (AP) Hedonics,,
Deo Cream/Lotion (AP) Hedonics w Control,,
Deo Cream/Lotion (Deo) Hedonics,,
Deo Cream/Lotion (Deo) Hedonics +Control,,
Deo Cream/Lotion Hedonics,,
Deo Cream/Lotion Hedonics with Control,,
Deo EU Stability,,
Deo EU Stability (AP),,
Deo EU Stability (Deo),,
Deo Glass Aerosol Testing,,
Deo LatAm Accelerated Aerosol Stability,,
Deo LatAm Aero Stability - Gas,,
Deo LatAm Aerosol Stability,,
Deo Roll-On (AP) Stability,,
Deo Roll-On (Deo) Stability,,
Deo Roll-On Stability,,
Deo Stick (AP) Stability,,
Deo Stick (Deo) Stability,,
Deo Stick (OES) Stability,,
Deo Stick Stability,,
Group Requests (Stability HRC),,
Grouping Requests,,
R-20171208-00020,MV-16771-189B,NA
R-20171208-00021,12037JU35,20000083793
R-20171208-00022,11287JU35,20000080360
R-20171208-00023,11277JU35,2E+11
R-20171208-00024,11287JU35,20000087048
R-20171208-00025,11207JU35,2E+11
R-20171208-00026,11297JU35,2E+11
R-20171212-00001,11107AM16,2E+11
R-20171212-00003,JF15963-41,2E+11
R-20171212-00004,JF15963-43,2E+11
R-20171212-00007,16887-95,n/a
R-20171213-00001,16887-89,n/a
R-20171213-00002,16887-92,n/a
R-20171213-00003,12087JB08,2E+11
R-20171213-00004,12047TJ71,200000143693/001/001
R-20171213-00005,AL16841-63,NA
R-20171215-00007,15706-183 TP,15706-183
R-20171218-00002,KF16901-175,KF16901-175
R-20171218-00003,KF16901-173,KF16901-173
R-20171218-00004,KF16901-182,KF16901-182
R-20171218-00006,KF16901-183,KF16901-183
R-20171218-00007,KF16901-184,KF16901-184
R-20171218-00017,15706-184A TP,15706-184A
R-20171218-00018,15706-184B TP,15706-184B
R-20171218-00019,15706-184C  TP,15706-184C
R-20171218-00021,15706-181 TP,15706-181
R-20171218-00023,15706-182 TP,15706-182
R-20171219-00001,KF16901-185,KF16901-185
R-20171219-00007,JF15963-55,JF15963-55
R-20171219-00008,KM16908-064,2E+11
R-20171219-00009,KM16908-063,2E+11
R-20171219-00011,CD16922-31,2E+11
R-20171219-00012,12057TJ362147,2E+11
R-20171219-00013,12117TJ36011 & 12097,2E+11
R-20171219-00014,12027TJ60,2E+11
R-20171219-00015,CL16926-A1,2E+11
R-20171219-00016,CL16926-71A2,2E+11
R-20171219-00017,CL16926-71B1,2E+11
R-20171219-00018,CL16926-71B2,2E+11
R-20171219-00019,CL16926-71B2,2E+11
R-20171219-00024,12087JU35,2E+11
R-20171220-00003,CL16926-72C1,2E+11
R-20171220-00004,CL16926-73,2E+11
R-20171220-00006,DH16790-133,2E+11
R-20171220-00007,11297XU07,2E+11
R-20171220-00010,11167JU39,2E+11
R-20171221-00007,12087JU40,N/A
R-20171221-00008,12087JU40,N/A
R-20171221-00012,12117KK03,2E+12
R-20171226-00003,LE16941-64,LE16941-64
R-20171226-00004,LE16941-63,LE16941-63
R-20171226-00005,LE16941-65,LE16941-65
R-20171226-00006,JM16296-118,JM16296-118
R-20171226-00007,LE16941-68,LE16941-68
R-20171226-00008,LE16941-69,LE16941-69
R-20171226-00009,LE16941-70,LE16941-70
R-20171228-00001,12217JU33,2E+11
R-20180102-00002,MV-16771-194,NA
R-20180102-00003,MV-16771-195,N/A
R-20180102-00004,11307XU00,2E+11
R-20180102-00005,11307XU00,2E+11
R-20180102-00006,11307XU00,2E+11
R-20180103-00002,YS16260-187,NA
R-20180103-00004,DH16949-033,2E+11
R-20180103-00007,DH16949-036,2E+11
R-20180105-00002,JM16296-155,concept only
R-20180105-00004,.,.
R-20180105-00006,JM16296-156,in development
R-20180105-00007,JM16296-119,in development
R-20180105-00008,JM16296-120,in development
R-20180105-00009,JM16296-121,in development
R-20180105-00010,JM16296-151,in development
R-20180105-00011,JM16296-152,in development
R-20180105-00012,JM16296-151,in development
R-20180105-00013,JM16296-152,in development
R-20180105-00014,JM16296-153,in development
R-20180105-00015,JM16296-154,in development
R-20180108-00001,12217JU33,2E+11
R-20180108-00002,DH16790-138A,2E+11
R-20180108-00003,YS16260-187,NA
R-20180108-00004,2E+11,2E+11
R-20180108-00005,YS16260-187,NA
R-20180108-00007,LD16946-35,200000201906/002/000
R-20180108-00008,LD16946-29,N/A
R-20180108-00010,LD16946-33,N/A
R-20180109-00005,DK-15960-012,NA
R-20180109-00007,DK-15960-020,na
R-20180109-00017,17-AZ6501,2E+11
R-20180109-00018,01078JU38,2E+11
R-20180109-00019,12067JU39,2E+11
R-20180110-00001,DH16949-033,2E+11
R-20180110-00002,DH16949-033,2E+11
R-20180110-00009,DH16949-035,2E+11
R-20180110-00011,JE16925-045A,200000208199/004/000
R-20180110-00012,JE16925-045b,200000208199/004/000
R-20180110-00013,JE16925-045c,200000208199/004/000
R-20180110-00014,DH16949-040,2E+11
R-20180110-00015,DH16949-036,2E+11
R-20180111-00004,AF16874-129,n.a
R-20180111-00005,15706-185A TP,15706-185A
R-20180111-00006,AF16874-131,n.a
R-20180111-00007,AF16874-130,n.a
R-20180111-00008,15706-185A TP,15706-185B
R-20180111-00010,AF16874-128,n.a
R-20180111-00011,AF16874-127,n.a
R-20180111-00014,AF16874-132,n.a
R-20180111-00015,AF16874-133,n.a
R-20180111-00017,73321 DA A,200000201924/003/001
R-20180112-00008,DH16790-140C,2E+11
R-20180112-00009,DH16790-140C,2E+11
R-20180116-00002,01098TJ69,2E+11
R-20180116-00003,01098TJ69,2E+11
R-20180116-00005,12097JU35,20000084519
R-20180116-00006,DK-15960-26,NA
R-20180116-00007,CL16926-78,CL16926-78
R-20180116-00008,12207KK01,2E+11
R-20180116-00009,CL16926-79,CL16926-79
R-20180116-00010,CL16926-75,2E+12
R-20180116-00011,CL16926-77,2E+12
R-20180117-00001,YS16260-197,NA
R-20180117-00003,EXP-18-AP6227,2E+11
R-20180117-00004,EXP-18-AP6227,2E+11
R-20180117-00008,12117TJ27,67183760
R-20180117-00009,EXP-18-6503,200000144231/001/000
R-20180117-00010,EXP18-6502,200000203444/004/000
R-20180118-00002,EXP-18-AP6229,2E+11
R-20180118-00003,WXP-18-AP6228,2E+11
R-20180118-00004,12117JU35,2E+11
R-20180118-00015,KM16908-084B,KM16908-084B
R-20180119-00005,EXP-18-AP6230,2E+11
R-20180119-00006,LE16941-89,n/a
R-20180119-00007,LE16941-90,n/a
R-20180119-00008,LE16941-93,n/a
R-20180119-00009,LE16941-94,n/a
R-20180119-00014,01188TJ36,2E+11
R-20180122-00001,EXP-18-AP6231,2E+11
R-20180122-00010,KM16908-084C,KM16908-084C
R-20180123-00005,ZD15696-004,NA
R-20180123-00006,ZD15696-004,NA
R-20180123-00009,WXP-18-AP6232,2E+11
R-20180123-00031,16882-104,200000089797/003/000
R-20180124-00001,KF15966-020,KF15966-020
R-20180124-00002,DK-15960-26,NA
R-20180124-00004,DK-15960-31,NA
R-20180124-00005,KF15966-008,KF15966-008
R-20180124-00011,KF15966-005,KF15966-005
R-20180124-00012,KF15966-009,KF15966-009
R-20180124-00022,16900-147,2E+11
R-20180124-00024,16900-147,2E+11
R-20180124-00028,16900-147,2E+11
R-20180124-00030,2E+11,2E+11
R-20180125-00004,15706-184I,15706-184I
R-20180125-00009,KF15966-023,KF15966-023
R-20180125-00010,KF15966-022,KF15966-022
R-20180125-00011,KF15966-004,KF15966-004
R-20180125-00012,LE16941-97,n/a
R-20180125-00016,EXP-18-6506,2E+11
R-20180125-00017,LE16941-98,n/a
R-20180125-00018,DF16803-111,2E+11
R-20180125-00019,DF16803-112,2E+11
R-20180125-00020,LE16941-99,n/a
R-20180125-00021,DF16803-113,2E+11
R-20180125-00023,DF16803-114,2E+11
R-20180125-00024,16887-102,n/a
R-20180125-00025,DF16803-115,2E+11
R-20180125-00026,16887-96,n/a
R-20180125-00027,DF16803-116,2E+11
R-20180125-00028,DF16803- 117,2E+11
R-20180125-00029,16887-97,n/a
R-20180125-00030,16887-89,n/a
R-20180125-00031,16887-92,n/a
R-20180126-00001,YS16260-198-1,NA
R-20180126-00003,YS16260-198-2,NA
R-20180126-00006,AF16874-134,n.a
R-20180126-00008,EXP-18-6507,200000203444/001/000
R-20180126-00010,EXP-AZ6501,2E+11
R-20180126-00011,2E+11,2E+11
R-20180126-00012,2E+11,2E+11
R-20180129-00001,01178JB02,2E+11
R-20180129-00002,EXP-18-AP6233,2E+11
R-20180129-00003,01248TJ71,20000080210
R-20180129-00007,16882-104,200000089797/003/004
R-20180129-00009,16944-16,200000212381/001/000
R-20180129-00010,16944-18,200000212398/001/000
R-20180129-00012,16887-97,200000212425/001/000
R-20180129-00015,16887-96,200000212424/001/000
R-20180129-00017,16887-102,200000212412/001/000
R-20180129-00019,DH16790-142,2E+11
R-20180129-00022,2E+11,2E+11
R-20180129-00023,2E+11,2E+11
R-20180129-00024,2E+11,2E+11
R-20180130-00004,CD16922-41,2E+11
R-20180130-00009,16887-103,200000212413/001/000
R-20180130-00010,16887-104,200000212414/001/000
R-20180130-00011,16887-105,200000212399/001/000
R-20180130-00012,16887-106,200000212400/001/000
R-20180130-00013,F-180125-0025,200000212426/001/000
R-20180130-00015,EXP-18-AT9601,2E+11
R-20180130-00017,LE16941-101,n/a
R-20180130-00018,LE16941-102,n/a
R-20180130-00019,EXP-18-AT9604,2E+11
R-20180130-00020,LE16941-103,n/a
R-20180130-00021,LE16941-104,n/a
R-20180130-00022,EXP-18-AT9605,2E+11
R-20180130-00023,EXP-18-AT9607,2E+11
R-20180130-00024,LE16941-105,n/a
R-20180130-00025,LE16941-106,n/a
R-20180130-00026,01198XU03,2E+11
R-20180130-00027,01198XU04,2E+11
R-20180130-00029,01198XU01,2E+11
R-20180130-00033,EXP 18-6512,2E+11
R-20180130-00034,EXP 18-6512,2E+11
R-20180130-00044,2E+11,2E+11
R-20180130-00048,2E+11,2E+11
R-20180130-00049,2E+11,2E+11
R-20180130-00050,2E+11,2E+11
R-20180131-00001,16900-149,2E+11
R-20180131-00005,KM16908-092B,2E+11
R-20180201-00001,16900-150,2E+11
R-20180201-00002,16900-151,2E+11
R-20180201-00003,DH16790-145,2E+11
R-20180201-00009,16900-152,2E+11
R-20180201-00010,ZD15969-007,NA
R-20180201-00011,BF16865-132,200000201925/002/001
R-20180201-00012,BF16865-133,200000201926/002/001
R-20180201-00014,2E+11,2E+11
R-20180201-00015,F-18025-00026,200000212412/001/000
R-20180201-00019,2E+11,2E+11
R-20180201-00020,2E+11,2E+11
R-20180202-00008,DF6803-119,2*79059
R-20180202-00009,DF16803-120,2*90246
R-20180202-00010,DF16803-121,2*90918
R-20180202-00012,16900-153,n/a
R-20180205-00011,2E+11,2E+11
R-20180205-00013,2E+11,2E+11
R-20180206-00014,ZD15969-010,NA
R-20180206-00015,ZD15969-011,NA
R-20180206-00016,DP-16884-81,N/A
R-20180206-00017,16900-154,2E+11
R-20180207-00004,16900-155,2E+11
R-20180207-00005,KM16908-101C,2E+11
R-20180207-00006,DL16025-154-1,NA
R-20180207-00008,16025-155-1,NA
R-20180207-00011,16900-156,2E+11
R-20180207-00033,2E+11,2E+11
R-20180207-00034,2E+11,2E+11
R-20180208-00003,16900-157,2E+11
R-20180208-00004,AL16841-151,2E+11
R-20180208-00005,16882-106,2E+11
R-20180208-00007,AL16841-149,n/a
R-20180208-00008,AL16841-146,n/a
R-20180208-00009,AL16841-151,2E+11
R-20180208-00010,AL16841-146,n/a
R-20180208-00011,AL16841-149,n/a
R-20180208-00016,DL16025-154-2,NA
R-20180208-00017,DL16025-155-2,NA
R-20180208-00020,2E+11,2E+11
R-20180209-00002,02028JB01,2E+11
R-20180209-00003,01308TJ65,2E+11
R-20180209-00004,01308TJ65,2E+11
R-20180209-00005,DF18603-118,2*90215
R-20180209-00008,16932-30,200000070789/001/002
R-20180212-00001,16900-158,2E+11
R-20180212-00006,KF15966-037,KF15966-037
R-20180212-00007,KF15966-038,KF15966-038
R-20180212-00010,DH15972-013,N/A
R-20180212-00011,DH15972-011,N/A
R-20180212-00012,BC16527-150,200000201921/002/000
R-20180212-00014,YS16260-180-14,NA
R-20180212-00017,10087JU39,n.a
R-20180212-00019,10087JU39,n.a
R-20180212-00024,AF16874-135,n.a
R-20180212-00025,AF16874-135,n.a
R-20180212-00026,AF16874-136,n.a
R-20180212-00027,AF16874-136,n.a
R-20180212-00028,72785395NC,n.a
R-20180212-00030,72785395NC,n.a
R-20180212-00031,72785395NC,n.a
R-20180212-00032,72785395NC,n.a
R-20180212-00034,73625395NF,n.a
R-20180212-00035,71725395NH,n.a
R-20180212-00036,72615395NC,n.a
R-20180213-00003,ZD15969-012,NA
R-20180213-00004,ZD15969-013,NA
R-20180213-00008,DF16803-122,2*90479
R-20180214-00001,16900-161,2E+11
R-20180214-00004,16900-162,2E+11
R-20180214-00007,EXP-18-AT9504,N/A
R-20180214-00008,EXP-18-AT9506,N/A
R-20180215-00012,JE16925-052,390000001449/000/000
R-20180215-00016,DH16790-148,n/a
R-20180215-00017,DH16790-148B,n/a
R-20180216-00004,MV-16771-199,N/A
R-20180216-00006,JB POP B,2E+11
R-20180216-00007,EXP-18-AT9508,n/a
R-20180216-00008,EXP-18-AT9507,N/A
R-20180216-00009,JB POP M,2E+11
R-20180216-00010,JB POP E,2E+11
R-20180219-00001,16900-163,2E+11
R-20180219-00002,CL16926-90,CL16926-90
R-20180219-00003,KM16908-103A,2E+11
R-20180219-00004,KF15966-047,KF15966-047
R-20180219-00005,KM16908-103B,2E+11
R-20180219-00006,KF15966-046,KF15966-046
R-20180219-00008,KF15966-048,KF15966-048
R-20180219-00009,KF15966-035,KF15966-035
R-20180219-00010,MV-16771-200,NA
R-20180219-00012,CL16926-82a,CL16926-82a
R-20180219-00013,F-170814-0013,2000001245/002/012
R-20180219-00017,EXP-18-6508,2E+11
R-20180219-00018,EXP-18-6510,2E+11
R-20180219-00019,EXP-18-6510,2E+12
R-20180219-00022,01268AM12,2E+11
R-20180219-00023,MV-15990-1,N/A
R-20180220-00001,KF15966-051,KF15966-051
R-20180220-00002,KF15966-052,KF15966-052
R-20180220-00003,KF15966-053,KF15966-053
R-20180220-00004,EXP-18-AT9505,n/a
R-20180220-00005,16849-162A,2E+11
R-20180220-00007,EXP-18-AT9503,N/A
R-20180220-00008,EXP-18-AT9509,N/A
R-20180220-00009,alt Lot #1GN714202B,2E+11
R-20180220-00010,16933-44,TBD
R-20180220-00011,Alt #2 GN714303B,2E+11
R-20180220-00013,16933-44,TBD
R-20180220-00014,Alt Lot 3 GN533102B,2E+11
R-20180220-00016,16933-44,TBD
R-20180220-00019,Test,Test
R-20180220-00020,CL16926-91,CL16926-91
R-20180220-00021,16933-44,TBD
R-20180220-00022,16933-44,TBD
R-20180220-00023,16933-44,TBD
R-20180220-00025,CD16922-51,2E+11
R-20180220-00026,CD16922-52,2E+11
R-20180221-00001,EXP18-6511,83340915
R-20180221-00002,EXP-6513,83340915
R-20180221-00003,EXP18-6513,2E+11
R-20180221-00004,EXP18-6512,2E+11
R-20180221-00006,16849-162A,2E+11
R-20180221-00007,lot #1 GN714202B,2E+11
R-20180221-00008,lot #2 GN714303B,2E+11
R-20180221-00009,lot #3 GN533102B,2E+11
R-20180221-00018,EXP-18-AT9512,N/A
R-20180221-00019,EXP-18-AT9513,N/A
R-20180222-00001,16933-42,TBD
R-20180222-00002,16933-42,TBD
R-20180222-00003,16933-42,TBD
R-20180222-00004,16933-42,TBD
R-20180222-00005,16933-42,TBD
R-20180222-00006,16933-42,TBD
R-20180222-00012,DH16790-151A,n/a
R-20180222-00013,DH16790-151B,n/a
R-20180222-00014,DH16790-151C,n/a
R-20180222-00017,180216-0025,2E+11
R-20180222-00018,180216-0025,2E+11
R-20180222-00021,15973-004,2E+11
R-20180222-00022,15973-002,2E+11
R-20180222-00023,BD18-220,BD18-220
R-20180222-00025,15973-003,2E+11
R-20180222-00026,BD18-222,BD18-222
R-20180222-00028,15973-005,2E+11
R-20180222-00029,BD18-223,BD18-223
R-20180222-00035,BD18-224,BD18-224
R-20180222-00036,BD18-226,BD18-226
R-20180222-00037,BD18-227,BD18-227
R-20180223-00001,EXP-18-AT9510,n/a
R-20180223-00004,MV-15990-3,N/A
R-20180223-00005,02208JU33,NA
R-20180223-00006,16849-163,NA
R-20180223-00008,16849-164,NA
R-20180223-00009,02138JB01,2E+11
R-20180223-00010,11037JB01,2E+11
R-20180226-00003,CL16926-92,CL16926-92
R-20180226-00008,HB 16909-64,NA
R-20180226-00010,MV-15990-4,N/A
R-20180227-00001,DH15972-037,N/A
R-20180227-00002,DH15972-038,N/A
R-20180227-00003,DH15972-039,NA
R-20180227-00004,DH15972-040,NA
R-20180227-00005,ZD15969-018,N/A
R-20180227-00007,ZD15969-021,N/A
R-20180227-00008,ZD15969-014,N/A
R-20180227-00012,MV-15990-5,N/A
R-20180227-00014,KDC POP Beg,2E+11
R-20180227-00020,16849-167,NA
R-20180227-00021,16849-168,NA
R-20180227-00022,16849-169,NA
R-20180227-00023,ZD15969-018,N/A
R-20180228-00001,F-210218-00001,10000000456
R-20180228-00004,CL16926-95,CL16926-95
R-20180228-00005,CL16926-94,CL16926-94
R-20180228-00006,DH16790-153B,n/a
R-20180228-00007,DH16790-153C,n/a
R-20180228-00008,DH16790-153D,n/a
R-20180228-00009,MV-15990-7,N/A
R-20180228-00010,02238JB01,200000131850-02
R-20180228-00011,02268JB01,200000126866-03
R-20180228-00013,EXP18-6515,20000028468
R-20180228-00016,ZD15969-034,NA
R-20180301-00003,02058JU38,2E+11
R-20180301-00004,BD18-221,BD18-221
R-20180301-00005,BD18-225,BD18-225
R-20180301-00006,CL16926-101,CL16926-101
R-20180301-00007,CL16926-100,CL16926-100
R-20180301-00009,MV-15990-6,N/A
R-20180301-00011,BC16527-151,200000201922/003/000
R-20180301-00012,BC16527-152,200000201923/002/000
R-20180301-00016,MS24563,2E+11
R-20180302-00003,02218JU35,N
R-20180302-00004,F180212-00077,NA
R-20180302-00005,F180219-00034,NA
R-20180302-00006,F180222-00031-1,NA
R-20180302-00007,F180227-00036-1,NA
R-20180305-00002,DH16790-155,n/a
R-20180305-00003,DH16790-156A,n/a
R-20180305-00004,CL16926-102,CL16926-102
R-20180305-00005,LE16941-133,n/a
R-20180305-00006,CL16926-103,CL16926-103
R-20180305-00007,LE16941-134,n/a
R-20180305-00008,LE16941-133,n/a
R-20180305-00011,DH15972-,2E+11
R-20180306-00005,DH15972-041,2E+11
R-20180306-00007,DH15972-042,2E+11
R-20180306-00008,DH15972-043,2E+11
R-20180306-00010,DH15972-044,2E+11
R-20180306-00012,DH15972-053,N/A
R-20180306-00013,2E+11,2E+11
R-20180306-00014,2E+11,2E+11
R-20180307-00004,EXP18-AT9501,2E+11
R-20180309-00001,16900-164,2E+11
R-20180312-00007,DH15972-059,N/A
R-20180312-00008,01058JU39,2E+11
R-20180312-00009,DH15972-058,DH15972-058
R-20180312-00010,NF15964-038,200000210818/001/000
R-20180312-00011,01058JU39-packaging,2E+11
R-20180312-00012,KM16908-119B,KM16908-119B
R-20180312-00013,KM16908-113C+120A,2E+11
R-20180312-00015,DF16803-123,2*90145
R-20180312-00016,01058JU39,2E+11
R-20180314-00002,01058JU39,20000089745
R-20180314-00007,EXP-18_AP6244,2000213453
R-20180314-00008,EXP-18_AP6244,2E+11
R-20180314-00009,EXP-18_AP6244,2E+11
R-20180314-00010,EXP-18-AP6245,2E+11
R-20180314-00011,EXP-18_AP6245,2E+11
R-20180314-00013,EXP-18-AP6245,2E+11
R-20180315-00003,KF15966-066,KF15966-066
R-20180315-00004,KF15966-067,KF15966-067
R-20180315-00005,KF15966-068,KF15966-068
R-20180315-00006,KF15966-069,KF15966-069
R-20180315-00007,KF15966-070,KF15966-070
R-20180315-00008,LD16946-139,LD16946-139
R-20180315-00010,CL16926-104A,CL16926-104A
R-20180315-00011,CL16926-105,CL16926-105
R-20180315-00013,EXP-18-AO5460F2,NA
R-20180316-00004,EXP-18-AP6246,2E+11
R-20180316-00007,EXP-18-AP6247,2E+11
R-20180316-00009,EXP-18-AP6248,2E+11
R-20180319-00003,DK15960-60,2E+11
R-20180319-00004,DK-15960-61,NA
R-20180319-00005,DK-15960-62,NA
R-20180319-00006,JE16925-057-2,390000001449/000/000
R-20180319-00007,JE16925-057-3,390000001449/000/000
R-20180319-00008,DK-15960-60,NA
R-20180319-00009,JE16925-057-4,390000001449/000/000
R-20180319-00010,DK-15960-61,NA
R-20180319-00014,YS16260-199-1,NA
R-20180319-00015,YS16260-199-2,NA
R-20180319-00016,YS16260-199-3,NA
R-20180319-00017,YS16260-199-4,NA
R-20180319-00018,YS16260-199-5,NA
R-20180319-00021,YS16260-199-6,NA
R-20180319-00022,YS16260-200-1,NA
R-20180319-00023,YS16260-200-2,NA
R-20180319-00027,CL16926-105A,CL16926-105A
R-20180319-00029,abc,20000000000
R-20180319-00031,2567-83249663-1,200000212185/001/000
R-20180320-00001,DH16790-161,n/a
R-20180320-00002,KM16908-130A,2E+11
R-20180320-00003,KM16908-130B,2E+11
R-20180320-00005,DH16790-160A,n/a
R-20180320-00006,DH16790-160B,n/a
R-20180320-00007,KM16908-130C,2E+11
R-20180320-00008,EXP-18_AP4250,2E+11
R-20180320-00009,KM16908-129A,KM61908-129A
R-20180320-00010,EXP-18_AP6251,2E+11
R-20180320-00011,EXP-18-AP6252,2E+11
R-20180320-00012,KF15966-071,KF15966-071
R-20180320-00013,KF15966-072,KF15966-072
R-20180320-00024,EXP-18-AT9518,NA
R-20180320-00025,EXP-18-AT9519,NA
R-20180320-00026,EXP-18-AT9519,NA
R-20180320-00027,EXP-18-AT9518,NA
R-20180320-00028,EXP-18-AO5460-G2,N/A
R-20180320-00030,EXP-18-AP6253,2E+11
R-20180320-00032,EXP-18-AP6254,2E+11
R-20180320-00033,EXP-18-AP6255,2E+11
R-20180320-00034,EXP-18-AO5460-G4,N/A
R-20180321-00002,987,123
R-20180322-00003,DK-15960-63,NA
R-20180322-00005,DK-15960-64,NA
